6250,Seria 3,sedan,2008,Diesel,279124
13500,Seria 5,sedan,2013,Diesel,265000
24500,Seria 5,sedan,2013,Diesel,77000
13300,Seria 5,sedan,2015,Diesel,226000
8500,Seria 3,sedan,Diesel,230000
4200,Seria 3,sedan,2005,Diesel,320000
57363.95,Seria 5,sedan,2020,Diesel,22302
4199,Seria 5,sedan,2005,Diesel,337000
42699,Seria 5,sedan,2017,Diesel,65900
12500,Seria 5,sedan,2011,Diesel,237000
7499,Seria 3,sedan,2011,Diesel,217000
11500,Seria 5,sedan,2011,Diesel,305000
9800,Seria 5,sedan,2006,Diesel,269800
20000,Seria 7,sedan,2012,Diesel,300000
12500,Seria 5,sedan,2011,Diesel,225000
4300,Seria 5,sedan,2004,Diesel,280000
16700,Seria 5,sedan,2013,Diesel,172000
35000,Seria 5,sedan,2017,Diesel,60000
2800,Seria 3,sedan,2002,Diesel,318800
3850,Seria 3,sedan,2006,Diesel,326000
12900,Seria 5,sedan,2013,Diesel,220000
24500,Seria 5,sedan,2017,Diesel,135000
15999,Seria 7,sedan,2013,Diesel,221000
37000,Seria 7,sedan,2016,Diesel,255560
22500,Seria 5,sedan,2014,Diesel,149000
1700,Seria 3,sedan,2001,Diesel,406000
84499.52,Seria 7,sedan,2021,Diesel,9800
7300,Seria 3,sedan,2010,Diesel,270000
24900,Seria 3,sedan,2017,Diesel,109000
7999,Seria 3,sedan,2010,Diesel,216000
10200,Seria 5,sedan,2010,Diesel,334000
9990,Seria 5,sedan,2009,Diesel,232000
9300,Seria 3,sedan,2011,Diesel,319000
37500,Seria 7,sedan,2016,Diesel,135000
2500,Seria 3,sedan,2008,Diesel,218000
10390,Seria 3,sedan,2014,Diesel,187000
6790,Seria 5,sedan,2009,Diesel,277000
7800,Seria 5,sedan,2009,Diesel
18000,Seria 4,sedan,2017,Diesel,197000
9990,Seria 3,sedan,2013,Diesel,300000
12900,Seria 5,sedan,2011,Diesel,232000
35000,Seria 7,sedan,2016,Diesel
53000,Seria 7,sedan,2016,Diesel,114000
7300,Seria 5,sedan,2009,Diesel,300000
16900,Seria 5,sedan,2014,Diesel,159000
11499,Seria 5,sedan,2010,Diesel,240000
9500,Seria 5,sedan,2009,Diesel,250000
19300,Seria 7,sedan,2013,Diesel,224000
6800,Seria 5,sedan,2008,Diesel,218300
15999,Seria 5,sedan,2014,Diesel,255000
24699.64,Seria 7,sedan,2014,Diesel,170550
35700,Seria 5,sedan,2017,Diesel,100000
4750,Seria 3,sedan,2009,Diesel,255000
15999,Seria 4,sedan,2014,Diesel,246743
66429,Seria 7,sedan,2019,Diesel,48000
14800,Seria 5,sedan,2014,Diesel,216000
39750,Seria 7,sedan,2016,Diesel,144000
21500,Seria 4,sedan,Diesel,110000
6199,Seria 5,sedan,2008,Diesel,230000
6500,Seria 5,sedan,2004,Diesel,226000
31900,Seria 5,sedan,2017,Diesel,210000
23500,Seria 5,sedan,2014,Diesel,180000
37500,Seria 7,sedan,2016,Diesel,135000
4800,Seria 3,sedan,2008,Diesel,254747
11500,Seria 7,sedan,2009,Diesel,260000
3600,Seria 5,sedan,2005,Diesel,249566
2199,Seria 1,sedan,2005,Diesel,268000
3500,Seria 1,sedan,2009,Diesel,270000
3050,Seria 5,sedan,2006,Diesel,299000
12490,Seria 5,sedan,2012,Diesel,199900
0,Seria 5,sedan,2009,Diesel,315000
14999,Seria 5,sedan,2014,Diesel,190000
3999,Seria 3,sedan,2006,Diesel,261580
9500,Seria 5,sedan,2009,Diesel,250000
7499,Seria 3,sedan,2011,Diesel,217000
11500,Seria 5,sedan,2011,Diesel,305000
13400,Seria 5,sedan,2011,Diesel,289544
10650,Seria 5,sedan,2011,Diesel,224900
4199,Seria 3,sedan,2006,Diesel,212800
19500,Seria 4,sedan,2015,Diesel,155267
4300,Seria 5,sedan,2005,Diesel,264000
7300,Seria 3,sedan,2010,Diesel,233500
12000,Seria 5,sedan,2011,Diesel,250000
9950,Seria 3,sedan,2014,Diesel,227300
58919.28,Seria 3,sedan,2021,Diesel,1
91844.2,Seria 7,sedan,2021,Diesel,13580
18290,Seria 5,sedan,2014,Diesel,189400
5999,Seria 3,sedan,2009,Diesel,240000
12650,Seria 3,sedan,2012,Diesel,219200
13699,Seria 3,sedan,2013,Diesel
12650,Seria 7,sedan,2009,Diesel
4000,Seria 3,sedan,2006,Diesel,302000
6500,Seria 3,sedan,2010,Diesel,193196
4900,Seria 5,sedan,2006,Diesel,320000
1300,Seria 5,sedan,1994,Diesel,320000
4300,Seria 3,sedan,2008,Diesel,208000
40500,Seria 7,sedan,2018,Diesel,93100
48794.76,Seria 3,sedan,2021,Diesel,20000
34510,Seria 5,sedan,2017,Diesel,115200
40500,Seria 7,sedan,2017,Diesel,220000
8150,Seria 3,sedan,2010,Diesel
16900,Seria 5,sedan,2012,Diesel,149000
5490,Seria 3,sedan,2007,Diesel,274000
2200,Seria 5,sedan,1999,Diesel,387000
13490,Seria 7,sedan,2011,Diesel,265000
24000,Seria 5,sedan,2015,Diesel,172500
11900,Seria 3,sedan,2012,Diesel,263000
39699.59,Seria 6,sedan,2018,Diesel,139599
13990,Seria 7,sedan,2011,Diesel,181270
4200,Seria 3,sedan,2007,Diesel,180000
16250,Seria 5,sedan,2014,Diesel,204305
6250,Seria 3,sedan,2008,Diesel,279124
57363.95,Seria 5,sedan,2020,Diesel,22302
